aX,aY,aZ,gX,gY,gZ
1.543,0.254,0.342,-2.747,-269.592,16.357
1.465,0.199,0.250,-9.827,-265.747,6.165
1.318,0.183,0.190,-28.381,-260.559,-3.601
1.166,0.190,0.164,-44.678,-253.845,-12.451
1.038,0.180,0.158,-42.664,-244.568,-20.569
0.938,0.170,0.152,-25.208,-232.849,-27.283
0.858,0.217,0.136,-0.488,-219.238,-33.875
0.833,0.229,0.106,32.837,-203.064,-42.236
0.819,0.206,0.085,60.120,-185.730,-51.331
0.788,0.209,0.075,68.665,-168.335,-61.768
0.723,0.232,0.075,70.374,-150.513,-72.510
0.638,0.241,0.087,73.120,-130.798,-82.764
0.573,0.392,0.112,76.904,-108.887,-92.712
0.532,0.354,0.134,80.750,-86.548,-99.182
0.528,0.359,0.180,89.294,-64.636,-106.689
0.525,0.389,0.215,103.943,-41.382,-118.408
0.505,0.403,0.261,118.713,-15.198,-130.859
0.496,0.407,0.304,128.967,12.329,-142.273
0.508,0.445,0.371,123.779,40.710,-152.283
0.556,0.520,0.459,106.079,67.627,-159.485
0.603,0.597,0.548,90.759,91.675,-164.429
0.631,0.664,0.641,77.698,110.840,-165.588
0.657,0.724,0.734,65.002,124.878,-160.950
0.692,0.765,0.827,59.753,135.742,-151.917
0.742,0.779,0.907,64.636,142.761,-138.611
0.795,0.760,0.962,76.965,145.569,-122.009
0.830,0.755,0.997,88.623,144.104,-103.516
0.840,0.745,1.019,103.088,140.076,-84.534
0.832,0.721,1.023,123.413,134.216,-64.331
0.828,0.675,1.020,145.813,127.563,-43.457
0.841,0.617,1.007,163.879,120.544,-22.644
0.883,0.524,1.000,178.162,112.854,-3.906
0.906,0.418,0.970,187.561,104.919,13.855
0.926,0.278,0.951,190.735,97.473,30.273
0.929,0.143,0.925,185.974,89.417,43.579
0.938,-0.009,0.898,177.246,80.444,52.673
0.936,-0.131,0.863,165.955,70.068,56.580
0.933,-0.207,0.833,155.823,59.631,54.504
0.916,-0.246,0.795,152.771,50.049,47.607
0.884,-0.251,0.771,156.189,42.664,38.940
0.844,-0.228,0.773,160.034,39.185,29.663
0.829,-0.226,0.793,161.377,36.987,21.667
0.847,-0.232,0.831,154.724,34.668,15.564
0.866,-0.243,0.849,142.212,29.907,9.888
0.866,-0.246,0.836,124.573,22.766,4.150
0.866,-0.225,0.792,104.248,14.343,-1.709
0.878,-0.166,0.725,85.999,7.568,-7.996
0.897,-0.092,0.653,73.853,2.319,-13.123
0.903,-0.035,0.593,69.397,-0.305,-15.686
0.873,0.032,0.557,68.298,0.488,-16.479
0.857,0.074,0.548,65.918,3.052,-15.930
0.874,0.079,0.554,58.838,6.470,-13.428
0.896,0.075,0.564,50.903,8.118,-9.338
0.912,0.070,0.559,47.913,7.507,-6.104
0.922,0.068,0.547,48.706,5.554,-3.540
0.935,0.066,0.538,48.218,3.601,-1.404
0.934,0.065,0.532,45.044,2.686,1.099
0.924,0.068,0.541,40.955,2.747,2.991
0.909,0.055,0.564,39.307,3.113,4.700
0.909,0.029,0.607,38.269,3.540,6.531
0.931,0.005,0.649,37.292,2.869,8.057
0.950,-0.023,0.678,37.537,0.305,9.644
0.942,-0.055,0.691,40.039,-3.967,10.986
0.912,-0.085,0.684,43.335,-8.789,11.292
0.883,-0.118,0.674,42.725,-13.550,10.925
0.873,-0.147,0.670,36.377,-17.273,9.399
0.896,-0.149,0.676,25.024,-19.104,6.958
0.892,-0.123,0.687,10.742,-20.081,4.761
0.854,-0.098,0.686,-2.319,-22.095,3.662
0.867,-0.060,0.657,-12.878,-24.658,4.517
0.874,-0.051,0.636,-21.667,-26.733,7.141
0.882,-0.034,0.604,-26.123,-26.794,8.972
0.882,-0.051,0.571,-26.794,-26.123,12.451
0.872,-0.070,0.539,-24.475,-24.414,16.296
0.853,-0.078,0.521,-19.958,-22.644,19.775
0.832,-0.102,0.508,-14.282,-19.653,22.339
0.818,-0.125,0.505,-11.658,-15.320,24.475
0.828,-0.137,0.507,-13.916,-10.254,25.574
0.812,-0.127,0.525,-20.508,-3.906,25.574
0.794,-0.115,0.557,-29.785,2.380,24.841
0.811,-0.108,0.600,-40.466,7.935,23.865
0.841,-0.104,0.647,-50.171,11.414,23.560
0.867,-0.107,0.686,-55.786,13.000,24.231
0.870,-0.108,0.724,-57.556,12.695,25.635
0.859,-0.108,0.764,-55.359,11.841,26.123
0.860,-0.109,0.805,-51.575,10.132,25.818
0.868,-0.110,0.848,-48.279,7.996,25.452
0.879,-0.089,0.894,-46.204,4.578,24.902
0.913,-0.056,0.954,-44.128,0.854,24.292
0.950,-0.037,1.015,-41.260,-3.235,24.048
0.955,-0.018,1.056,-42.175,-10.376,24.841
0.951,-0.001,1.063,-46.509,-20.508,26.123
0.957,0.016,1.044,-50.964,-32.227,27.893
0.969,0.031,1.010,-53.650,-42.908,29.785
0.979,0.052,0.969,-56.335,-52.002,31.677
"",,,,,
0.024,1.832,0.824,82.397,-59.143,8.606
0.022,1.896,0.789,86.609,-64.575,19.470
0.032,1.893,0.741,77.087,-69.763,34.058
0.032,1.803,0.681,58.411,-74.768,52.063
0.048,1.637,0.608,37.109,-79.651,70.984
0.093,1.456,0.519,19.653,-83.984,86.365
0.115,1.290,0.427,8.545,-87.402,97.534
0.112,1.151,0.327,5.310,-88.867,104.614
0.104,1.040,0.238,6.531,-88.013,108.398
0.099,0.943,0.146,8.423,-85.022,110.413
0.091,0.868,0.068,10.925,-79.590,110.657
0.077,0.815,0.013,15.320,-71.350,109.497
0.058,0.731,-0.026,19.165,-61.157,108.582
0.044,0.637,-0.043,19.897,-49.744,107.605
0.027,0.561,-0.038,15.503,-37.537,104.797
-0.023,0.490,-0.009,8.850,-25.513,100.098
-0.062,0.415,0.028,4.395,-14.221,92.834
-0.091,0.362,0.071,-1.526,-5.432,84.839
-0.122,0.367,0.121,-9.888,2.014,75.317
-0.153,0.416,0.169,-16.113,8.789,64.270
-0.174,0.516,0.221,-13.855,13.428,54.016
-0.176,0.618,0.254,4.578,12.939,46.631
-0.163,0.664,0.227,31.494,4.883,44.861
-0.162,0.647,0.173,56.702,-4.150,49.072
-0.164,0.583,0.128,73.547,-10.010,55.664
-0.161,0.513,0.102,81.238,-13.550,62.073
-0.152,0.408,0.079,88.196,-16.541,67.993
-0.142,0.263,0.050,100.403,-20.142,74.402
-0.149,0.122,0.025,111.206,-23.560,78.735
-0.193,-0.005,-0.001,113.586,-25.085,77.026
-0.236,-0.091,-0.008,103.210,-24.170,67.749
-0.285,-0.153,0.004,81.665,-19.958,52.856
-0.299,-0.171,0.008,57.068,-13.611,36.804
-0.245,-0.099,-0.022,35.217,-7.202,23.071
-0.052,-0.095,-0.081,15.869,-2.502,19.653
-0.001,-0.116,-0.095,-10.559,1.770,22.156
0.000,-0.118,-0.097,-41.748,7.141,21.118
-0.000,-0.113,-0.088,-73.486,13.000,19.470
-0.002,-0.104,-0.077,-104.187,17.944,18.127
-0.004,-0.093,-0.067,-132.812,22.400,16.479
-0.005,-0.082,-0.062,-158.997,26.306,15.198
-0.006,-0.072,-0.059,-182.312,29.663,13.794
-0.006,-0.062,-0.059,-202.698,32.898,12.573
-0.007,-0.053,-0.062,-219.788,35.828,11.292
-0.008,-0.045,-0.068,-234.680,38.513,9.949
-0.009,-0.037,-0.073,-246.948,41.504,8.728
-0.009,-0.028,-0.076,-256.836,44.800,7.141
-0.010,-0.020,-0.078,-264.465,48.157,5.554
-0.009,-0.012,-0.078,-269.470,51.392,4.211
-0.009,-0.003,-0.075,-271.545,55.115,2.930
-0.010,0.005,-0.073,-271.240,58.777,1.587
-0.010,0.013,-0.071,-268.616,61.951,0.122
-0.011,0.022,-0.067,-263.672,65.002,-1.038
-0.010,-0.034,-0.038,-256.470,68.054,-2.197
-0.079,-0.507,0.044,-264.587,65.247,-12.817
-0.140,-0.160,0.002,-335.266,38.452,-74.646
-0.170,0.055,-0.079,-399.292,7.996,-130.066
-0.169,0.118,-0.119,-420.288,-11.475,-144.043
-0.301,0.081,-0.087,-398.987,-20.447,-154.358
-0.621,0.173,-0.059,-364.197,-31.128,-186.035
-0.704,0.541,-0.456,-363.525,-55.054,-242.432
-0.419,0.897,-0.231,-429.565,-81.299,-293.030
-0.023,0.790,-0.298,-394.226,-94.543,-327.759
0.953,1.739,-0.209,-353.210,-112.122,-343.201
1.498,1.548,-0.517,-278.931,-150.208,-253.662
1.614,2.946,-1.159,-209.778,-160.156,-172.119
0.664,2.816,-1.501,-211.487,-126.282,-120.361
-0.298,1.322,-1.227,-163.757,-83.130,-52.551
-0.548,0.620,-1.059,-91.858,-49.011,-29.419
-0.192,0.292,-0.948,-70.068,-18.127,-36.438
-0.015,0.233,-0.845,-89.722,6.836,-59.265
-0.155,0.453,-0.851,-101.257,22.949,-90.576
-0.132,0.838,-0.985,-105.774,36.926,-117.859
0.022,1.233,-0.981,-122.620,48.767,-130.066
0.160,1.423,-0.809,-124.756,54.688,-124.878
0.220,1.507,-0.693,-105.957,52.246,-106.262
0.160,1.539,-0.670,-92.773,45.166,-78.552
0.146,1.300,-0.468,-82.031,39.551,-48.218
0.191,0.898,-0.218,-36.133,37.415,-22.644
0.062,0.706,-0.059,4.272,34.851,-9.216
-0.044,0.641,-0.038,20.996,28.809,-7.507
-0.160,0.493,0.038,60.669,31.250,-17.639
-0.230,0.458,0.118,120.483,35.828,-36.926
-0.249,0.326,0.196,178.589,34.302,-61.035
-0.179,0.305,0.245,213.806,25.940,-88.867
-0.040,0.410,0.247,228.516,11.414,-116.699
0.132,0.617,0.171,236.023,-4.395,-143.982
0.274,0.874,0.096,239.380,-22.583,-176.270
0.397,1.019,0.023,260.437,-42.297,-210.999
0.643,1.078,-0.004,280.823,-52.307,-242.065
0.497,3.016,-1.920,259.827,-47.180,-262.024
1.022,2.789,-0.949,79.529,2.625,-221.130
0.905,3.028,-1.917,60.059,39.490,-172.485
0.752,2.635,-1.728,75.745,64.453,-114.624
0.771,2.341,-1.298,154.663,103.394,-68.542
0.837,2.021,-0.791,247.314,131.042,-34.058
0.788,1.783,-0.458,314.026,137.024,-8.972
0.697,1.608,-0.195,342.834,128.174,7.935
0.646,1.464,0.015,346.924,114.014,17.517
0.559,1.393,0.199,331.909,99.182,17.639
0.452,1.348,0.420,298.218,83.923,9.521
0.389,1.427,0.583,253.601,66.650,-3.357
0.385,1.445,0.693,201.965,47.485,-16.907
0.413,1.484,0.736,153.015,26.978,-30.396
0.441,1.504,0.728,114.319,5.554,-40.649
0.480,1.456,0.718,91.797,-14.587,-46.753
0.535,1.487,0.679,85.815,-34.912,-49.133
0.610,1.495,0.680,93.506,-54.138,-45.837
0.742,1.345,0.963,110.474,-72.510,-38.330
0.748,1.281,0.868,106.262,-92.896,-26.123
0.647,1.291,0.536,87.524,-115.601,-15.198
0.579,1.259,0.351,89.050,-128.540,-8.606
0.565,1.228,0.264,84.167,-130.188,-5.737
0.569,1.197,0.232,72.693,-125.732,-4.578
0.592,1.182,0.204,58.350,-119.446,-3.174
0.601,1.142,0.197,42.236,-113.220,0.061
0.583,1.067,0.178,27.771,-107.727,4.578
0.576,0.953,0.152,18.860,-102.844,8.911
0.572,0.927,0.132,15.015,-98.938,10.620
"",,,,,
0.654,0.508,0.999,312.073,-183.777,-50.537
0.503,0.588,0.598,56.946,-171.570,-47.607
0.437,0.549,0.550,-5.493,-136.536,-52.368
0.433,0.661,0.603,-42.419,-109.192,-56.335
0.359,0.853,0.601,-80.811,-82.275,-55.054
0.282,0.869,0.636,-54.993,-48.584,-51.208
0.291,0.796,0.683,1.465,-19.653,-47.058
0.335,0.786,0.719,26.367,-1.343,-42.786
0.406,0.831,0.763,29.358,9.583,-36.926
0.450,0.787,0.747,38.208,15.503,-28.503
0.427,0.734,0.653,48.279,18.616,-18.188
0.407,0.670,0.653,59.082,24.292,-8.850
0.369,0.607,0.679,66.223,31.006,-3.540
0.317,0.505,0.704,63.477,36.011,-2.319
0.290,0.475,0.706,55.725,37.415,-6.836
0.302,0.507,0.723,51.575,37.048,-13.123
0.324,0.539,0.770,49.316,36.072,-15.686
0.331,0.543,0.819,43.884,33.508,-12.817
0.326,0.530,0.846,34.485,29.053,-8.118
0.320,0.514,0.851,26.917,23.254,-4.395
0.308,0.503,0.843,22.278,16.479,-2.625
0.305,0.501,0.830,18.433,9.583,-2.014
0.315,0.513,0.819,15.076,2.625,-1.770
0.329,0.520,0.809,14.221,-3.052,-1.221
0.335,0.515,0.804,14.404,-7.446,-0.488
0.335,0.500,0.801,15.320,-10.803,0.305
0.330,0.481,0.798,16.968,-12.939,0.671
0.318,0.462,0.782,18.188,-14.771,0.488
0.309,0.440,0.776,17.578,-15.259,0.061
0.304,0.432,0.788,13.550,-15.259,-0.610
0.303,0.440,0.796,6.897,-15.503,-1.038
0.300,0.450,0.808,1.221,-15.442,-1.404
0.294,0.452,0.819,-1.282,-14.832,-1.892
0.282,0.452,0.819,-2.136,-14.282,-2.625
0.265,0.455,0.810,-2.258,-12.878,-4.028
0.252,0.457,0.800,-1.831,-11.475,-5.371
0.243,0.459,0.788,-1.038,-9.705,-6.531
0.237,0.463,0.777,0.000,-7.629,-7.385
0.237,0.468,0.769,0.793,-5.737,-7.690
0.234,0.473,0.767,0.977,-4.089,-7.568
0.228,0.477,0.772,0.610,-2.441,-6.958
0.223,0.476,0.775,-0.122,-1.099,-5.859
0.224,0.475,0.782,-0.793,-0.122,-4.578
0.228,0.476,0.789,-1.099,0.427,-3.235
0.233,0.474,0.798,-1.648,0.854,-1.709
0.238,0.471,0.812,-2.991,0.671,-0.488
0.239,0.471,0.819,-4.211,-0.244,0.305
0.241,0.476,0.828,-4.700,-1.404,0.977
0.243,0.479,0.845,-4.456,-2.930,1.465
0.246,0.482,0.852,-3.845,-4.761,1.953
0.249,0.472,0.842,-2.991,-7.202,2.502
0.253,0.460,0.832,-1.038,-8.789,2.930
0.256,0.451,0.823,-0.122,-10.193,3.540
0.262,0.442,0.816,0.183,-11.047,3.906
0.270,0.434,0.813,-0.366,-10.925,4.211
0.276,0.427,0.820,-0.916,-10.193,4.272
0.283,0.427,0.833,-2.014,-9.705,4.272
0.283,0.429,0.844,-2.625,-8.850,3.540
0.284,0.435,0.847,-2.441,-8.057,2.686
0.282,0.441,0.844,-1.648,-6.775,1.831
0.279,0.448,0.840,-0.671,-5.371,0.610
0.275,0.454,0.838,0.061,-3.540,-0.305
0.270,0.462,0.839,0.793,-2.319,-0.610
0.265,0.467,0.837,1.038,-0.793,-0.977
0.262,0.470,0.839,1.648,0.732,-0.977
0.261,0.474,0.843,2.563,1.587,-0.977
0.262,0.473,0.844,3.479,2.319,-1.038
0.269,0.473,0.847,4.028,2.502,-0.977
0.277,0.472,0.851,3.784,1.770,-0.610
0.285,0.473,0.855,3.357,0.610,-0.427
0.294,0.479,0.855,2.869,-0.244,-0.244
0.301,0.485,0.860,2.625,-1.099,-0.366
0.300,0.493,0.863,2.869,-1.648,-0.793
0.296,0.497,0.864,4.028,-1.648,-1.465
0.290,0.498,0.861,5.127,-1.465,-2.380
0.287,0.492,0.853,6.226,-1.038,-2.869
0.288,0.487,0.853,7.324,-0.183,-2.991
0.286,0.478,0.871,7.629,0.732,-3.357
0.294,0.482,0.907,7.507,1.587,-3.662
0.305,0.498,0.943,7.263,2.136,-3.784
0.313,0.510,0.972,8.240,2.014,-3.967
0.316,0.516,0.999,10.437,1.221,-4.211
0.314,0.516,1.017,13.000,0.549,-4.944
0.311,0.516,1.031,15.564,-0.854,-5.493
0.314,0.526,1.057,18.860,-1.953,-6.287
0.319,0.534,1.082,22.766,-3.540,-7.629
0.326,0.529,1.096,28.076,-5.432,-8.972
0.329,0.524,1.099,33.386,-7.507,-10.254
0.327,0.522,1.094,36.255,-9.644,-10.742
0.324,0.517,1.100,37.537,-11.658,-11.169
0.326,0.511,1.113,38.452,-13.062,-11.108
0.328,0.505,1.115,39.429,-14.587,-11.169
0.330,0.504,1.118,40.283,-15.503,-11.414
0.330,0.512,1.128,41.138,-16.357,-11.597
0.330,0.524,1.120,41.809,-17.883,-11.230
0.332,0.532,1.090,43.457,-20.142,-10.376
0.335,0.530,1.062,46.265,-21.118,-9.583
0.333,0.523,1.023,48.706,-21.606,-8.545
0.323,0.515,0.993,50.293,-21.606,-7.935
0.313,0.502,0.965,50.842,-20.996,-7.629
0.301,0.482,0.941,50.110,-19.714,-7.690
0.288,0.449,0.922,48.401,-19.348,-7.874
0.281,0.422,0.915,46.936,-18.311,-8.789
0.278,0.410,0.922,43.274,-17.090,-10.010
0.270,0.406,0.940,38.025,-16.968,-11.292
0.262,0.396,0.965,33.386,-17.761,-11.841
0.254,0.383,0.984,28.259,-19.775,-11.658
0.251,0.368,1.017,22.583,-21.912,-11.353
0.252,0.354,1.054,17.090,-24.719,-11.230
0.250,0.336,1.088,15.381,-28.137,-11.658
0.246,0.329,1.103,16.296,-30.701,-13.367
0.240,0.335,1.106,18.127,-33.386,-14.771
0.232,0.341,1.099,19.653,-36.255,-15.198
0.221,0.346,1.081,21.057,-38.879,-14.954
0.211,0.346,1.062,21.484,-40.955,-14.709
0.195,0.349,1.028,18.616,-43.213,-14.526
0.184,0.334,1.035,14.282,-43.884,-15.503
0.186,0.307,1.073,8.118,-43.457,-17.151
0.182,0.282,1.145,0.793,-44.556,-20.325
"",,,,,
-0.470,1.005,0.842,-23.071,-7.263,5.676
-0.205,0.069,1.131,-24.170,-40.100,22.034
-0.072,-0.038,1.118,-72.510,-73.547,26.672
-0.161,0.339,0.840,-67.322,-98.816,24.170
-0.191,0.532,0.841,-39.734,-112.976,26.489
-0.156,0.594,0.926,-11.047,-124.573,36.865
-0.240,0.708,0.931,-15.015,-131.714,52.612
-0.306,0.685,0.912,-22.400,-131.653,66.956
-0.421,0.565,0.797,-47.058,-116.394,71.960
-0.379,0.521,0.714,-75.745,-98.999,68.176
-0.239,0.310,0.644,-94.299,-89.600,66.528
-0.196,-0.035,0.415,-108.582,-82.886,63.904
-0.324,-0.072,0.603,-105.225,-72.693,52.612
-0.497,0.290,0.569,-26.733,-63.965,34.302
-0.603,0.616,0.744,105.896,-61.279,22.766
-0.534,0.515,0.467,252.686,-65.918,19.043
-0.487,0.197,0.350,310.791,-71.777,24.719
-0.422,0.078,0.553,234.070,-71.777,37.231
-0.402,0.151,0.824,160.889,-73.120,48.950
-0.447,0.332,0.960,143.555,-78.125,56.946
-0.440,0.386,1.007,168.213,-83.618,62.378
-0.375,0.294,0.986,192.139,-87.158,65.857
-0.297,0.161,0.911,192.444,-88.989,67.017
-0.236,0.079,0.814,172.119,-88.623,65.735
-0.202,0.062,0.696,141.541,-89.966,63.599
-0.182,0.081,0.572,114.319,-93.201,61.035
-0.161,0.133,0.444,99.548,-96.436,58.655
-0.131,0.202,0.349,98.511,-100.159,56.641
-0.104,0.259,0.275,111.145,-103.638,56.396
-0.091,0.286,0.235,130.493,-106.934,58.960
-0.096,0.312,0.250,152.649,-110.474,64.026
-0.092,0.326,0.273,179.443,-114.502,70.679
-0.093,0.306,0.286,209.045,-118.469,78.796
-0.104,0.260,0.287,234.253,-119.324,87.280
-0.127,0.217,0.262,248.657,-120.056,95.032
-0.138,0.178,0.236,251.892,-122.437,103.271
-0.135,0.114,0.189,247.009,-125.793,109.192
-0.114,0.040,0.146,235.352,-128.601,112.488
-0.016,-0.022,0.073,219.055,-129.639,112.915
0.040,-0.058,0.026,194.702,-127.991,111.633
0.057,-0.091,-0.019,156.372,-124.878,111.328
0.042,-0.119,-0.055,109.131,-121.155,114.441
0.012,-0.107,-0.059,56.274,-115.417,116.577
-0.031,0.005,-0.017,19.165,-105.103,115.112
-0.040,0.011,0.022,38.086,-86.060,112.061
-0.040,0.015,0.033,80.017,-65.979,107.788
-0.020,-0.061,0.038,115.845,-48.706,104.004
-0.016,-0.122,0.028,118.591,-38.696,101.990
-0.017,-0.152,0.021,77.454,-36.743,101.135
-0.026,-0.144,0.021,20.386,-36.072,100.830
-0.016,-0.186,0.019,-35.095,-35.156,100.769
-0.021,-0.188,0.009,-97.961,-35.156,99.915
-0.022,-0.185,0.005,-164.307,-35.828,98.572
-0.026,-0.179,0.001,-224.487,-35.461,96.924
-0.030,-0.165,-0.007,-277.466,-34.729,94.971
-0.037,-0.148,-0.018,-324.524,-33.142,93.018
-0.046,-0.129,-0.030,-365.295,-30.273,91.248
-0.056,-0.108,-0.045,-399.902,-26.489,89.783
-0.064,-0.083,-0.059,-428.467,-21.667,88.745
-0.072,-0.062,-0.073,-452.209,-15.198,88.074
-0.075,-0.041,-0.087,-471.741,-7.751,88.196
-0.096,-0.005,-0.114,-487.976,0.488,88.074
-0.095,0.009,-0.123,-499.573,11.353,88.074
-0.099,0.033,-0.133,-507.874,24.597,88.318
-0.142,0.098,-0.157,-508.911,41.199,88.196
-0.213,1.354,-0.515,-467.651,86.487,93.079
-0.993,-4.000,4.000,-154.785,231.567,116.150
-0.700,-2.337,2.588,-110.229,192.749,32.043
-0.151,-0.674,1.590,-143.188,183.411,-65.918
-0.160,0.732,1.373,-375.305,180.298,-70.251
-0.219,0.468,1.003,-498.718,170.715,-46.936
-0.113,0.147,0.854,-516.113,156.738,-39.612
1.139,0.148,1.409,-538.208,102.783,-47.852
1.420,0.388,0.964,-620.972,-96.191,-8.972
0.700,0.316,0.467,-394.531,-207.581,17.456
0.203,0.048,0.011,-209.351,-254.822,-24.231
-0.343,0.233,0.019,-108.337,-271.912,-77.148
-0.917,0.577,0.137,-36.133,-268.311,-117.493
-1.167,0.457,-0.256,-12.695,-255.676,-147.339
-1.858,0.350,-1.401,-150.452,-222.168,-155.396
-1.712,0.503,-0.963,-402.893,-140.137,-142.761
-1.461,0.828,-0.787,-432.495,-86.365,-138.855
-1.161,1.221,-0.617,-362.488,-43.335,-151.001
-1.075,1.509,-0.562,-265.808,-7.446,-159.302
-1.037,1.617,-0.569,-179.626,25.452,-157.593
-0.955,1.519,-0.504,-103.394,57.190,-151.611
-1.005,1.313,-0.331,-33.142,88.196,-147.095
-0.966,1.314,-0.136,24.353,115.234,-147.949
-0.788,1.433,0.013,75.256,138.306,-150.879
-0.602,1.607,0.215,127.258,155.457,-148.743
-0.416,1.803,0.570,186.523,163.269,-139.038
-0.008,1.416,3.405,251.404,157.104,-117.371
-0.293,0.898,2.741,99.609,116.089,-76.172
-0.462,1.425,1.474,-94.299,66.162,-52.124
-0.377,1.493,1.572,-95.581,39.185,-48.218
-0.371,1.605,1.579,-76.599,10.681,-36.255
-0.382,1.528,1.269,-49.561,-14.160,-19.958
-0.361,1.390,1.104,-9.277,-32.288,-8.911
-0.363,1.268,0.967,15.564,-45.837,-4.517
-0.344,1.176,0.811,33.386,-55.237,-3.906
-0.431,1.329,0.482,46.326,-60.364,-4.089
-0.383,1.020,0.254,47.241,-55.908,-0.549
-0.390,0.896,0.673,29.480,-41.626,3.357
-0.405,0.944,0.753,25.757,-34.546,0.610
-0.407,1.097,0.699,10.864,-37.231,-0.916
-0.377,1.160,0.672,2.197,-38.513,1.282
-0.363,1.083,0.623,1.099,-38.513,5.615
-0.352,1.054,0.568,-1.343,-37.659,10.132
-0.337,1.074,0.530,-2.502,-35.095,11.047
-0.297,1.070,0.527,-1.831,-29.785,9.949
-0.266,1.029,0.544,0.793,-23.926,7.751
-0.248,1.000,0.549,3.479,-18.250,4.700
-0.241,0.999,0.555,5.432,-14.282,0.610
-0.229,1.001,0.575,7.629,-11.292,-3.601
-0.218,1.008,0.590,8.667,-9.216,-7.080
-0.211,1.031,0.609,7.202,-10.193,-9.888
-0.208,1.074,0.635,4.822,-11.902,-10.986
-0.209,1.101,0.638,2.075,-16.113,-9.277
-0.212,1.106,0.620,1.892,-21.362,-6.104
"",,,,,
-0.182,4.000,1.456,-92.224,79.163,63.110
0.645,1.083,3.725,85.266,93.018,-38.086
-0.144,4.000,3.392,-206.238,58.044,-91.980
-0.279,3.325,2.344,-7.812,39.001,-62.439
-0.488,0.658,2.222,134.644,-12.573,25.330
-0.358,0.445,1.720,101.990,-78.430,6.836
-0.418,1.011,1.174,59.998,-127.258,-46.692
-0.651,1.323,1.190,75.012,-136.902,-59.387
-0.447,0.960,0.788,128.601,-123.901,-21.179
-0.167,0.651,0.647,172.729,-90.515,30.762
0.220,0.432,0.718,147.583,-61.768,70.374
0.510,0.505,0.738,88.379,-61.646,86.426
0.471,0.461,0.854,49.500,-77.332,81.055
0.293,0.534,0.935,26.428,-100.464,59.814
0.016,0.745,0.991,21.301,-121.155,36.377
-0.238,0.932,1.001,51.208,-138.062,17.151
-0.452,1.065,0.972,117.065,-154.053,0.427
-0.590,1.123,0.930,224.060,-169.434,-18.250
-0.697,1.796,-0.314,331.848,-184.082,-35.828
-0.921,1.993,-0.857,448.608,-166.443,-32.349
-0.307,0.467,0.505,507.324,-107.971,2.869
-0.172,0.564,0.456,322.388,-71.167,31.738
0.012,0.373,0.740,228.821,-29.602,51.392
0.091,0.309,0.780,288.208,-7.690,59.265
-0.044,0.295,0.491,371.033,0.122,66.345
-0.358,0.148,0.048,465.271,16.235,73.364
-0.633,0.101,-0.078,555.847,50.781,75.195
-0.867,-0.317,0.329,592.102,99.060,78.796
-0.668,-0.151,0.310,404.602,156.921,87.341
-0.634,-0.376,0.853,221.863,211.426,97.839
-0.594,-0.234,0.743,72.571,256.042,102.661
-0.528,-0.782,0.866,-28.198,290.527,98.877
-0.377,-1.186,2.301,-37.842,312.012,73.914
-0.307,-1.568,2.221,-195.801,307.068,48.523
-0.208,-1.234,2.961,-279.968,283.081,9.705
0.021,-0.177,3.272,-232.971,227.051,-28.625
0.096,0.209,2.631,-66.589,146.912,-45.105
0.082,0.114,1.938,36.011,75.439,-38.086
0.112,0.061,1.427,25.513,23.804,-19.104
0.177,0.098,0.967,-13.428,-10.254,1.526
0.041,0.591,0.381,-41.809,-31.189,22.461
-0.118,0.574,0.677,-18.188,-38.818,44.189
-0.048,0.219,0.876,63.354,-45.593,58.044
0.086,-0.088,0.925,121.338,-58.350,59.204
0.183,-0.228,0.931,124.451,-72.815,52.185
0.192,-0.251,0.909,107.727,-84.778,40.649
0.168,-0.209,0.861,96.741,-91.919,27.405
0.122,-0.150,0.822,94.055,-93.750,15.625
0.078,-0.164,0.810,107.788,-90.149,7.812
-0.006,-0.183,0.865,130.798,-81.482,2.869
-0.111,-0.186,0.914,148.437,-70.557,1.892
-0.203,-0.255,0.950,162.903,-59.937,3.296
-0.257,-0.316,1.000,172.302,-50.415,5.005
-0.280,-0.331,1.018,176.208,-41.138,6.226
-0.282,-0.316,1.019,178.589,-31.067,7.019
-0.252,-0.335,0.999,185.608,-18.616,7.385
-0.208,-0.375,0.965,190.247,-5.432,6.775
-0.164,-0.414,0.936,190.125,7.141,5.127
-0.129,-0.428,0.897,183.594,18.799,2.686
-0.101,-0.441,0.862,172.302,28.137,0.549
-0.089,-0.451,0.850,161.072,35.339,-1.770
-0.086,-0.469,0.849,153.931,41.077,-4.333
-0.078,-0.478,0.854,151.978,44.678,-6.653
-0.054,-0.486,0.819,157.349,46.082,-9.094
-0.048,-0.496,0.786,169.617,46.204,-11.292
-0.056,-0.551,0.786,188.721,45.654,-13.245
-0.036,-0.675,0.828,210.876,43.762,-17.090
0.052,-0.859,0.913,230.713,39.063,-23.682
0.158,-1.064,0.875,245.972,32.959,-33.325
0.096,-1.393,0.572,239.929,28.931,-43.274
-0.031,-1.248,0.516,146.057,29.236,-47.180
-0.123,-0.896,0.695,24.841,31.067,-42.664
-0.256,-0.727,0.927,11.902,32.593,-38.818
-0.322,-0.881,1.042,78.369,30.762,-36.194
-0.221,-1.002,1.123,108.521,24.658,-30.884
-0.046,-0.999,1.175,79.590,15.442,-23.743
0.070,-1.010,1.175,45.776,5.615,-19.531
0.078,-0.971,1.074,33.203,-4.211,-20.996
